OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
274,02YE001,Greavett Brook above Portland Creek Pond,Newfoundland and Labrador,Natural,Yearly,95.7,High,5,2013,50.16231,-57.57753,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YE001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YE001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=274,-6409501.320699999,6474432.6677
275,02YG001,Main River at Paradise Pool,Newfoundland and Labrador,Natural,Yearly,627,High,5,2013,49.81067,-57.15942,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YG001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YG001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=275,-6362957.5284,6413551.553800002
276,02YJ001,Harrys River below Highway Bridge,Newfoundland and Labrador,Natural,Yearly,640,Normal,3,2013,48.57583,-58.36264,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YJ001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YJ001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=276,-6496899.3662,6203192.713399999
277,02YK002,Lewaseechjeech Brook at Little Grand Lake,Newfoundland and Labrador,Natural,Yearly,470,Normal,3,2013,48.62203,-57.93311,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YK002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YK002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=277,-6449084.305299999,6210969.455899999
278,02YK005,Sheffield Brook near Trans Canada Highway,Newfoundland and Labrador,Natural,Yearly,391,Normal,3,2013,49.33828,-56.66789,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YK005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YK005,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=278,-6308240.6591,6332456.579800002
279,02YK008,Boot Brook at Trans-Canada Highway,Newfoundland and Labrador,Natural,Yearly,20.4,Normal,3,2013,49.26667,-57.104,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YK008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YK008,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=279,-6356788.202299999,6320231.444700003
280,02YL001,Upper Humber River near Reidville,Newfoundland and Labrador,Natural,Yearly,2110,Normal,3,2013,49.24292,-57.36025,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YL001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YL001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=280,-6385313.821799999,6316180.804700002
281,02YL003,Humber River at Humber Village Bridge,Newfoundland and Labrador,Regulated,Yearly,7860,Normal,9,2013,48.98286,-57.76058,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YL003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YL003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=281,-6429878.353499999,6271953.594899997
282,02YL004,South Brook at Pasadena,Newfoundland and Labrador,Natural,Yearly,58.5,Normal,3,2013,49.01228,-57.61142,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YL004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YL004,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=282,-6413273.9383000005,6276945.310000002
283,02YL005,Rattler Brook near Mcivers,Newfoundland and Labrador,Natural,Yearly,17,Normal,3,2013,49.05831,-58.10519,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YL005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YL005,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=283,-6468240.1632,6284761.178800002
284,02YM003,South West Brook near Baie Verte,Newfoundland and Labrador,Natural,Yearly,93.2,Normal,3,2013,49.89353,-56.22214,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YM003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YM003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=284,-6258619.996099999,6427857.488899998
285,02YN002,Lloyds River below King George IV Lake,Newfoundland and Labrador,Natural,Yearly,469,Normal,3,2013,48.23981,-57.82814,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YN002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YN002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=285,-6437399.098300001,6146843.806299999
286,02YO006,Peters River near Botwood,Newfoundland and Labrador,Natural,Yearly,177,Normal,3,2013,49.10383,-55.39669,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YO006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YO006,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=286,-6166731.3224,6292497.571500003
287,02YO008,Great Rattling Brook above Tote River Confluence,Newfoundland and Labrador,Natural,Yearly,773,Normal,3,2013,48.82667,-55.52869,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YO008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YO008,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=287,-6181425.495200001,6245501.931699999
288,02YO011,Exploits River below Noel Pauls Brook,Newfoundland and Labrador,Regulated,Yearly,6300,Normal,9,2013,48.84439,-56.26967,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YO011,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YO011,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=288,-6263911.011499999,6248498.761299998
289,02YQ001,Gander River at Big Chute,Newfoundland and Labrador,Natural,Yearly,4450,Normal,3,2013,49.01628,-54.85067,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YQ001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YQ001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=289,-6105948.654100001,6277624.221000001
290,02YR001,Middle Brook near Gambo,Newfoundland and Labrador,Natural,Yearly,275,Normal,3,2013,48.80739,-54.22256,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YR001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YR001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=290,-6036027.7687,6242242.476400003
291,02YR003,Indian Bay Brook near Northwest Arm,Newfoundland and Labrador,Natural,Yearly,554,Normal,3,2013,49.04217,-53.88567,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YR003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YR003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=291,-5998525.3455,6282019.792199999
292,02YS003,Southwest Brook at Terra Nova National Park,Newfoundland and Labrador,Natural,Yearly,36.7,Normal,3,2013,48.60772,-53.97889,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YS003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YS003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=292,-6008902.5484,6208559.9252
293,02YS005,Terra Nova River at Glovertown,Newfoundland and Labrador,Natural,Yearly,2000,Normal,3,2013,48.66275,-54.01525,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02YS005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02YS005,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=293,-6012950.1251,6217829.666100003
294,02ZA002,Highlands River at Trans-Canada Highway,Newfoundland and Labrador,Natural,Yearly,72,Normal,3,2013,48.10839,-58.78358,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZA002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZA002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=294,-6543758.192600001,6124906.049099997
295,02ZB001,Isle aux Morts River below Highway Bridge,Newfoundland and Labrador,Natural,Yearly,205,Normal,3,2013,47.61333,-59.00978,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZB001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZB001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=295,-6568938.6614,6042766.117299996
296,02ZC002,Grandy Brook below Top Pond Brook,Newfoundland and Labrador,Natural,Yearly,230,Normal,3,2013,47.85608,-57.73319,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZC002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=296,-6426829.3127,6082944.985299997
297,02ZD002,Grey River near Grey River,Newfoundland and Labrador,Natural,Yearly,1340,Normal,3,2013,47.74331,-56.934,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZD002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZD002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=297,-6337863.888800001,6064256.512100004
298,02ZF001,Bay du Nord River at Big Falls,Newfoundland and Labrador,Natural,Yearly,1170,High,5,2013,47.74683,-55.44022,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZF001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZF001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=298,-6171577.059900001,6064839.240900002
299,02ZG001,Garnish River near Garnish,Newfoundland and Labrador,Natural,Yearly,205,Normal,3,2013,47.21642,-55.33,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZG001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZG001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=299,-6159307.4256,5977471.147200003
300,02ZG003,Salmonier River near Lamaline,Newfoundland and Labrador,Natural,Yearly,115,Normal,3,2013,46.87781,-55.77619,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZG003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZG003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=300,-6208977.0692,5922152.310699999
301,02ZG004,Rattle Brook near Boat Harbour,Newfoundland and Labrador,Natural,Yearly,42.7,Normal,3,2013,47.45003,-54.85303,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZG004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZG004,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=301,-6106211.368100001,6015842.2929000035
302,02ZH001,Pipers Hole River at Mothers Brook,Newfoundland and Labrador,Natural,Yearly,764,Normal,3,2013,47.94667,-54.28433,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZH001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZH001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=302,-6042903.9737,6097987.204499997
303,02ZH002,Come By Chance River near Goobies,Newfoundland and Labrador,Natural,Yearly,43.3,Normal,3,2013,47.91875,-53.94867,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZH002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZH002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=303,-6005538.4734000005,6093348.358599998
304,02ZJ001,Southern Bay River near Southern Bay,Newfoundland and Labrador,Natural,Yearly,67.4,Normal,3,2013,48.38067,-53.67394,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZJ001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZJ001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=304,-5974955.6697,6170420.035999998
305,02ZJ002,Salmon Cove River near Champneys,Newfoundland and Labrador,Natural,Yearly,73.6,Normal,3,2013,48.39592,-53.30161,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZJ002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZJ002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=305,-5933508.083699999,6172976.391999997
306,02ZJ003,Shoal Harbour River near Clarenville,Newfoundland and Labrador,Natural,Yearly,106,Normal,3,2013,48.22017,-54.04964,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZJ003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZJ003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=306,-6016778.4024,6143561.751999997
307,02ZK001,Rocky River near Colinet,Newfoundland and Labrador,Natural,Yearly,301,Normal,3,2013,47.22711,-53.56861,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZK001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZK001,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=307,-5963230.387700001,5979223.313000001
308,02ZK002,Northeast River near Placentia,Newfoundland and Labrador,Natural,Yearly,89.6,Normal,3,2013,47.27397,-53.83872,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZK002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZK002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=308,-5993298.895400001,5986908.167599998
309,02ZK003,Little Barachois River near Placentia,Newfoundland and Labrador,Natural,Yearly,37.2,Low,1,2013,47.18131,-54.03892,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZK003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZK003,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=309,-6015585.057399999,5971718.8565
310,02ZK004,Little Salmonier River near North Harbour,Newfoundland and Labrador,Natural,Yearly,104,Normal,3,2013,47.12183,-53.73178,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZK004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZK004,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=310,-5981394.389,5961982.550700001
311,02ZL004,Shearstown Brook at Shearstown,Newfoundland and Labrador,Natural,Yearly,28.9,Normal,3,2013,47.58306,-53.30808,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZL004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZL004,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=311,-5934228.320800001,6037769.064199999
312,02ZL005,Big Brook at Lead Cove,Newfoundland and Labrador,Natural,Yearly,11.2,Normal,3,2013,48.04278,-53.08211,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZL005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZL005,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=312,-5909073.455399999,6113974.855700001
313,02ZM006,Northeast Pond River at Northeast Pond,Newfoundland and Labrador,Natural,Yearly,3.63,Normal,3,2013,47.63464,-52.83656,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM006,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=313,-5881738.954500001,6046285.764700003
314,02ZM008,Waterford River at Kilbride,Newfoundland and Labrador,Natural,Yearly,52.7,Normal,3,2013,47.52906,-52.74506,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM008,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=314,-5871553.221100001,6028861.768600002
315,02ZM009,Seal Cove Brook near Cappahayden,Newfoundland and Labrador,Natural,Yearly,53.6,Low,1,2013,46.84628,-52.97258,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM009,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=315,-5896880.6316,5917019.051299997
316,02ZM016,South River near Holyrood,Newfoundland and Labrador,Natural,Yearly,17.3,Normal,3,2013,47.35467,-53.11722,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM016,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=316,-5912981.8828,6000158.615599997
317,02ZM018,Virginia River at Pleasantville,Newfoundland and Labrador,Natural,Yearly,10.7,Normal,3,2013,47.58894,-52.69078,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM018,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM018,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=317,-5865510.7991,6038739.5242
318,02ZM020,Leary Brook at Prince Philip Drive,Newfoundland and Labrador,Natural,Yearly,17.8,Normal,3,2013,47.56425,-52.74847,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZM020,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZM020,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=318,-5871932.820499999,6034665.314199999
319,02ZN002,St. Shotts River near Trepassey,Newfoundland and Labrador,Natural,Yearly,15.5,Normal,3,2013,46.70989,-53.48558,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ZN002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ZN002,25,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=319,-5953987.5304000005,5894848.631700002
